ID,Ref No , Methods,Scale,Crop,Country,Site(location),Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted ,Current Annual Precipitation  (mm) _point_coordinate,Future_Mid-point,Baseline_Mid-point,Time slice,Climate scenario,Scenario source,Local delta T ,Local delta T from 2005,Annual Precipitation change each study  (mm) , Annual Precipitation change  from 2005 (mm),Global delta T from pre-industrial period ,Global delta T from 2005,Projected yield (t/ha),Climate impacts (%),Climate impacts relative to 2005,Climate impacts per dC (%),Climate impacts per decade (%),CO2,CO2 ppm,Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others,Adaptation,Adaptation type,Reference,doi,Publication year,"Note1 
(* = corrected by HW) ","Note2 
(* = Local temperature is  estimated )","Note3 
(* = Local delta Pr is  estimated )","Note4 
(* = Global temperature is  estimated )",Seasonal Precipitation change (mm) each study (local baseperiod),Base precipitation (annual) (mm) (local base period),Annual Preciptation change (%) (relative to local base),Base precipitation (seasonal) (mm) (local base period)
8073,51,Aggarwal-DB,Global,Wheat,Bulgaria,NA,Europe,42.7 ,25.5 ,12.1 ,9.2 ,681 ,841 ,2025,1975,NF,RCP8.5,CMIP5,,1.32 ,,-3.6 ,1.81 ,1.02 ,,17.07 ,6.83 ,5.16 ,3.41 ,Yes,431.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8074,51,Aggarwal-DB,Global,Wheat,Iran,NA,Asia,32.4 ,53.7 ,14.8 ,17.2 ,369 ,88 ,2055,1975,MC,RCP8.5,CMIP5,,2.91 ,,-3.8 ,3.29 ,2.50 ,,17.23 ,10.77 ,3.70 ,2.15 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8075,51,Aggarwal-DB,Global,Wheat,Algeria,NA,Africa,28.0 ,1.7 ,16.5 ,23.3 ,486 ,16 ,2055,1975,MC,RCP8.5,CMIP5,,3.12 ,,1.5 ,3.29 ,2.50 ,,17.29 ,10.80 ,3.46 ,2.16 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8076,51,Aggarwal-DB,Global,Wheat,Greece,NA,Europe,39.1 ,21.8 ,13.0 ,13.6 ,655 ,736 ,2055,1975,MC,RCP8.5,CMIP5,,3.10 ,,-14.4 ,3.29 ,2.50 ,,17.53 ,10.96 ,3.54 ,2.19 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8077,51,Aggarwal-DB,Global,Wheat,Czech Republic,NA,Europe,49.8 ,15.5 ,8.7 ,8.6 ,784 ,805 ,2055,1975,MC,RCP8.5,CMIP5,,2.85 ,,20.4 ,3.29 ,2.50 ,,17.59 ,11.00 ,3.85 ,2.20 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8078,51,Aggarwal-DB,Global,Wheat,Germany,NA,Europe,51.2 ,10.5 ,9.5 ,8.7 ,831 ,839 ,2055,1975,MC,RCP8.5,CMIP5,,2.57 ,,39.6 ,3.29 ,2.50 ,,17.75 ,11.09 ,4.31 ,2.22 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8079,51,Aggarwal-DB,Global,Wheat,Syria,NA,Asia,34.8 ,39.0 ,18.8 ,19.1 ,392 ,122 ,2055,1975,MC,RCP8.5,CMIP5,,2.95 ,,-20.6 ,3.29 ,2.50 ,,17.91 ,11.19 ,3.79 ,2.24 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8080,51,Aggarwal-DB,Global,Wheat,United Kingdom,NA,Europe,55.4 ,-3.4 ,9.9 ,8.0 ,770 ,1429 ,2055,1975,MC,RCP8.5,CMIP5,,2.60 ,,41.6 ,3.29 ,2.50 ,,18.26 ,11.41 ,4.40 ,2.28 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8081,51,Aggarwal-DB,Global,Wheat,Spain,NA,Europe,40.5 ,-3.7 ,14.2 ,15.4 ,570 ,421 ,2055,1975,MC,RCP8.5,CMIP5,,2.88 ,,-23.7 ,3.29 ,2.50 ,,18.85 ,11.78 ,4.09 ,2.36 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8082,51,Aggarwal-DB,Global,Wheat,Turkey,NA,Europe,39.0 ,35.2 ,12.3 ,10.6 ,547 ,372 ,2055,1975,MC,RCP8.5,CMIP5,,3.05 ,,-8.8 ,3.29 ,2.50 ,,18.92 ,11.83 ,3.87 ,2.37 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8083,51,Aggarwal-DB,Global,Wheat,Italy,NA,Europe,41.9 ,12.6 ,14.0 ,16.0 ,825 ,982 ,2055,1975,MC,RCP8.5,CMIP5,,2.74 ,,-11.6 ,3.29 ,2.50 ,,21.93 ,13.71 ,4.99 ,2.74 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8084,51,Aggarwal-DB,Global,Wheat,France,NA,Europe,46.2 ,2.2 ,11.9 ,11.1 ,873 ,986 ,2055,1975,MC,RCP8.5,CMIP5,,2.54 ,,-1.8 ,3.29 ,2.50 ,,22.28 ,13.93 ,5.47 ,2.79 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8085,51,Aggarwal-DB,Global,Wheat,Romania,NA,Europe,45.9 ,25.0 ,11.3 ,7.8 ,713 ,981 ,2055,1975,MC,RCP8.5,CMIP5,,2.93 ,,6.9 ,3.29 ,2.50 ,,23.63 ,14.77 ,5.04 ,2.95 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8086,51,Aggarwal-DB,Global,Wheat,Ukraine,NA,Europe,48.4 ,31.2 ,9.4 ,9.0 ,644 ,584 ,2055,1975,MC,RCP8.5,CMIP5,,3.01 ,,16.1 ,3.29 ,2.50 ,,23.78 ,14.86 ,4.93 ,2.97 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8087,51,Aggarwal-DB,Global,Wheat,Sweden,NA,Europe,60.1 ,18.6 ,6.8 ,5.8 ,720 ,563 ,2055,1975,MC,RCP8.5,CMIP5,,3.08 ,,60.7 ,3.29 ,2.50 ,,24.90 ,15.56 ,5.05 ,3.11 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8088,51,Aggarwal-DB,Global,Wheat,Bulgaria,NA,Europe,42.7 ,25.5 ,12.1 ,9.2 ,681 ,841 ,2055,1975,MC,RCP8.5,CMIP5,,3.10 ,,8.2 ,3.29 ,2.50 ,,25.23 ,15.77 ,5.08 ,3.15 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8089,51,Aggarwal-DB,Global,Wheat,Argentina,NA,Central and South America,-38.4 ,-63.6 ,17.3 ,16.0 ,936 ,505 ,2055,1975,MC,RCP8.5,CMIP5,,2.42 ,,5.7 ,3.29 ,2.50 ,,25.95 ,16.22 ,6.70 ,3.24 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8090,51,Aggarwal-DB,Global,Wheat,Egypt,NA,Africa,26.8 ,30.8 ,22.3 ,23.1 ,35 ,2 ,2055,1975,MC,RCP8.5,CMIP5,,3.86 ,,-9.5 ,3.29 ,2.50 ,,26.04 ,16.28 ,4.22 ,3.26 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8091,51,Aggarwal-DB,Global,Wheat,Australia,NA,Australasia,-25.3 ,133.8 ,18.1 ,21.6 ,421 ,232 ,2055,1975,MC,RCP8.5,CMIP5,,2.79 ,,23.2 ,3.29 ,2.50 ,,26.08 ,16.30 ,5.84 ,3.26 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8092,51,Aggarwal-DB,Global,Wheat,Spain,NA,Europe,40.5 ,-3.7 ,14.2 ,15.4 ,570 ,421 ,2085,1975,EC,RCP8.5,CMIP5,,4.11 ,,-62.9 ,5.11 ,4.32 ,,27.93 ,20.31 ,4.94 ,2.54 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8093,51,Aggarwal-DB,Global,Wheat,Algeria,NA,Africa,28.0 ,1.7 ,16.5 ,23.3 ,486 ,16 ,2085,1975,EC,RCP8.5,CMIP5,,4.00 ,,-39.9 ,5.11 ,4.32 ,,28.08 ,20.42 ,5.10 ,2.55 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8094,51,Aggarwal-DB,Global,Wheat,Uzbekistan,NA,Asia,41.4 ,64.6 ,14.2 ,15.4 ,302 ,149 ,2055,1975,MC,RCP8.5,CMIP5,,2.98 ,,0.4 ,3.29 ,2.50 ,,28.13 ,17.58 ,5.90 ,3.52 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8095,51,Aggarwal-DB,Global,Wheat,Czech Republic,NA,Europe,49.8 ,15.5 ,8.7 ,8.6 ,784 ,805 ,2085,1975,EC,RCP8.5,CMIP5,,4.32 ,,12.8 ,5.11 ,4.32 ,,28.29 ,20.57 ,4.76 ,2.57 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8096,51,Aggarwal-DB,Global,Wheat,Turkey,NA,Europe,39.0 ,35.2 ,12.3 ,10.6 ,547 ,372 ,2085,1975,EC,RCP8.5,CMIP5,,4.22 ,,-33.4 ,5.11 ,4.32 ,,29.32 ,21.32 ,5.05 ,2.67 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8097,51,Aggarwal-DB,Global,Wheat,Egypt,NA,Africa,26.8 ,30.8 ,22.3 ,23.1 ,35 ,2 ,2085,1975,EC,RCP8.5,CMIP5,,3.74 ,,-26.8 ,5.11 ,4.32 ,,29.37 ,21.36 ,5.71 ,2.67 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8098,51,Aggarwal-DB,Global,Wheat,Poland,NA,Europe,51.9 ,19.1 ,8.7 ,8.8 ,761 ,705 ,2055,1975,MC,RCP8.5,CMIP5,,2.87 ,,43.0 ,3.29 ,2.50 ,,29.65 ,18.53 ,6.47 ,3.71 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8099,51,Aggarwal-DB,Global,Wheat,Greece,NA,Europe,39.1 ,21.8 ,13.0 ,13.6 ,655 ,736 ,2085,1975,EC,RCP8.5,CMIP5,,4.20 ,,-49.6 ,5.11 ,4.32 ,,30.02 ,21.84 ,5.20 ,2.73 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8100,51,Aggarwal-DB,Global,Wheat,Afghanistan,NA,Asia,33.9 ,67.7 ,11.8 ,4.2 ,320 ,478 ,2055,1975,MC,RCP8.5,CMIP5,,2.88 ,,-6.2 ,3.29 ,2.50 ,,30.23 ,18.89 ,6.55 ,3.78 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8101,51,Aggarwal-DB,Global,Wheat,Hungary,NA,Europe,47.2 ,19.5 ,11.2 ,11.1 ,658 ,611 ,2055,1975,MC,RCP8.5,CMIP5,,2.89 ,,-6.1 ,3.29 ,2.50 ,,31.07 ,19.42 ,6.73 ,3.88 ,Yes,570.5 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8102,51,Aggarwal-DB,Global,Wheat,United Kingdom,NA,Europe,55.4 ,-3.4 ,9.9 ,8.0 ,770 ,1429 ,2085,1975,EC,RCP8.5,CMIP5,,3.85 ,,35.8 ,5.11 ,4.32 ,,31.41 ,22.84 ,5.94 ,2.86 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8103,51,Aggarwal-DB,Global,Wheat,Argentina,NA,Central and South America,-38.4 ,-63.6 ,17.3 ,16.0 ,936 ,505 ,2085,1975,EC,RCP8.5,CMIP5,,2.95 ,,-4.5 ,5.11 ,4.32 ,,31.60 ,22.98 ,7.78 ,2.87 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8104,51,Aggarwal-DB,Global,Wheat,Australia,NA,Australasia,-25.3 ,133.8 ,18.1 ,21.6 ,421 ,232 ,2085,1975,EC,RCP8.5,CMIP5,,3.55 ,,30.7 ,5.11 ,4.32 ,,34.83 ,25.33 ,7.13 ,3.17 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8105,51,Aggarwal-DB,Global,Wheat,Ukraine,NA,Europe,48.4 ,31.2 ,9.4 ,9.0 ,644 ,584 ,2085,1975,EC,RCP8.5,CMIP5,,4.42 ,,8.7 ,5.11 ,4.32 ,,34.88 ,25.37 ,5.73 ,3.17 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8106,51,Aggarwal-DB,Global,Wheat,Romania,NA,Europe,45.9 ,25.0 ,11.3 ,7.8 ,713 ,981 ,2085,1975,EC,RCP8.5,CMIP5,,4.36 ,,-24.8 ,5.11 ,4.32 ,,36.74 ,26.72 ,6.13 ,3.34 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8107,51,Aggarwal-DB,Global,Wheat,Sweden,NA,Europe,60.1 ,18.6 ,6.8 ,5.8 ,720 ,563 ,2085,1975,EC,RCP8.5,CMIP5,,4.34 ,,61.8 ,5.11 ,4.32 ,,37.56 ,27.32 ,6.30 ,3.41 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8108,51,Aggarwal-DB,Global,Wheat,Denmark,NA,Europe,56.3 ,9.5 ,8.6 ,8.1 ,900 ,852 ,2085,1975,EC,RCP8.5,CMIP5,,4.06 ,,72.9 ,5.11 ,4.32 ,,37.98 ,27.62 ,6.80 ,3.45 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8109,51,Aggarwal-DB,Global,Wheat,Germany,NA,Europe,51.2 ,10.5 ,9.5 ,8.7 ,831 ,839 ,2085,1975,EC,RCP8.5,CMIP5,,4.09 ,,35.3 ,5.11 ,4.32 ,,38.63 ,28.10 ,6.87 ,3.51 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8110,51,Aggarwal-DB,Global,Wheat,Italy,NA,Europe,41.9 ,12.6 ,14.0 ,16.0 ,825 ,982 ,2085,1975,EC,RCP8.5,CMIP5,,4.05 ,,-41.3 ,5.11 ,4.32 ,,40.03 ,29.12 ,7.18 ,3.64 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8111,51,Aggarwal-DB,Global,Wheat,Bulgaria,NA,Europe,42.7 ,25.5 ,12.1 ,9.2 ,681 ,841 ,2085,1975,EC,RCP8.5,CMIP5,,4.25 ,,-30.5 ,5.11 ,4.32 ,,40.45 ,29.42 ,6.92 ,3.68 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8112,51,Aggarwal-DB,Global,Wheat,France,NA,Europe,46.2 ,2.2 ,11.9 ,11.1 ,873 ,986 ,2085,1975,EC,RCP8.5,CMIP5,,4.06 ,,-23.8 ,5.11 ,4.32 ,,40.59 ,29.52 ,7.28 ,3.69 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8113,51,Aggarwal-DB,Global,Wheat,Iran,NA,Asia,32.4 ,53.7 ,14.8 ,17.2 ,369 ,88 ,2085,1975,EC,RCP8.5,CMIP5,,4.38 ,,-25.5 ,5.11 ,4.32 ,,41.65 ,30.29 ,6.91 ,3.79 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8114,51,Aggarwal-DB,Global,Wheat,Poland,NA,Europe,51.9 ,19.1 ,8.7 ,8.8 ,761 ,705 ,2085,1975,EC,RCP8.5,CMIP5,,4.29 ,,41.2 ,5.11 ,4.32 ,,42.07 ,30.60 ,7.13 ,3.82 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8115,51,Aggarwal-DB,Global,Wheat,Syria,NA,Asia,34.8 ,39.0 ,18.8 ,19.1 ,392 ,122 ,2085,1975,EC,RCP8.5,CMIP5,,4.19 ,,-40.2 ,5.11 ,4.32 ,,44.41 ,32.30 ,7.72 ,4.04 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8116,51,Aggarwal-DB,Global,Wheat,Hungary,NA,Europe,47.2 ,19.5 ,11.2 ,11.1 ,658 ,611 ,2085,1975,EC,RCP8.5,CMIP5,,4.39 ,,-24.4 ,5.11 ,4.32 ,,47.25 ,34.36 ,7.83 ,4.30 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8117,51,Aggarwal-DB,Global,Wheat,Afghanistan,NA,Asia,33.9 ,67.7 ,11.8 ,4.2 ,320 ,478 ,2085,1975,EC,RCP8.5,CMIP5,,4.47 ,,-8.3 ,5.11 ,4.32 ,,53.25 ,38.73 ,8.66 ,4.84 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8118,51,Aggarwal-DB,Global,Wheat,Uzbekistan,NA,Asia,41.4 ,64.6 ,14.2 ,15.4 ,302 ,149 ,2085,1975,EC,RCP8.5,CMIP5,,4.44 ,,3.8 ,5.11 ,4.32 ,,55.16 ,40.12 ,9.03 ,5.01 ,Yes,801.0 ,Yes,No,No,No,No,No,No,Yes,Fertiliser,"Rosenzweig et al., 2014",10.1073/pnas.1222463110,2014,,*,*,,,,,
8119,52,Aggarwal-DB,Regional,Wheat,China,NA,Asia,35.9 ,104.2 ,7.1 ,7.1 ,390 ,390 ,2050,1975,MC,B2,CMIP3,1.50 ,0.90 ,,28.5 ,1.89 ,1.10 ,,-6.28 ,-3.77 ,-4.19 ,-0.84 ,Yes,483.4 ,No,Yes,No,No,No,No,No,Yes,Irrigation,"Ju et al., 2013",10.1007/s10584-013-0803-7,2013,,,*,,,,,
8120,52,Aggarwal-DB,Regional,Wheat,China,NA,Asia,35.9 ,104.2 ,7.1 ,7.1 ,390 ,390 ,2050,1975,MC,A2,CMIP3,1.50 ,0.90 ,,32.2 ,2.04 ,1.25 ,,-2.06 ,-1.24 ,-1.38 ,-0.28 ,Yes,709.5 ,No,Yes,No,No,No,No,No,Yes,Irrigation,"Ju et al., 2013",10.1007/s10584-013-0803-7,2013,,,*,,,,,
8121,52,Aggarwal-DB,Regional,Wheat,China,NA,Asia,35.9 ,104.2 ,7.1 ,7.1 ,390 ,390 ,2050,1975,MC,A2,CMIP3,1.50 ,0.90 ,,32.2 ,2.04 ,1.25 ,,-10.69 ,-6.41 ,-7.13 ,-1.43 ,Yes,539.8 ,No,No,No,No,No,No,No,No,No,"Ju et al., 2013",10.1007/s10584-013-0803-7,2013,,,*,,,,,
8122,52,Aggarwal-DB,Regional,Wheat,China,NA,Asia,35.9 ,104.2 ,7.1 ,7.1 ,390 ,390 ,2050,1975,MC,B2,CMIP3,1.50 ,0.90 ,,28.5 ,1.89 ,1.10 ,,-19.13 ,-11.48 ,-12.75 ,-2.55 ,Yes,483.4 ,No,No,No,No,No,No,No,No,No,"Ju et al., 2013",10.1007/s10584-013-0803-7,2013,,,*,,,,,
8123,57,Aggarwal-DB,Regional (Site-based),Wheat,Afghanistan,NA,Asia,33.9 ,67.7 ,11.8 ,4.2 ,320 ,478 ,2050,1975,MC,A1b,CMIP3,2.20 ,1.32 ,-79.1 ,-47.4 ,2.18 ,1.39 ,0.61 ,-12.37 ,-7.42 ,-5.62 ,-1.65 ,Yes,522.0 ,No,No,Yes,No,Yes,No,No,Yes,Combined,"Deryng et al., 2011",10.1029/2009gb003765,2011,,,,,,,,
8124,57,Aggarwal-DB,Regional (Site-based),Wheat,Afghanistan,NA,Asia,33.9 ,67.7 ,11.8 ,4.2 ,320 ,478 ,2050,1975,MC,B1,CMIP3,1.24 ,0.74 ,-38.0 ,-22.8 ,1.91 ,1.12 ,0.61 ,-12.39 ,-7.44 ,-9.99 ,-1.65 ,Yes,482.0 ,No,No,Yes,No,Yes,No,No,Yes,Combined,"Deryng et al., 2011",10.1029/2009gb003765,2011,,,,,,,,
8125,57,Aggarwal-DB,Regional (Site-based),Wheat,Afghanistan,NA,Asia,33.9 ,67.7 ,11.8 ,4.2 ,320 ,478 ,2050,1975,MC,A1B,CMIP3,2.20 ,1.32 ,-79.1 ,-47.4 ,2.18 ,1.39 ,0.48 ,-30.58 ,-18.35 ,-13.90 ,-4.08 ,Yes,522.0 ,No,No,No,No,No,No,No,No,No,"Deryng et al., 2011",10.1029/2009gb003765,2011,,,,,,,,
8126,57,Aggarwal-DB,Regional (Site-based),Wheat,Afghanistan,NA,Asia,33.9 ,67.7 ,11.8 ,4.2 ,320 ,478 ,2050,1975,MC,B1,CMIP3,1.24 ,0.74 ,-38.0 ,-22.8 ,1.91 ,1.12 ,0.53 ,-23.26 ,-13.96 ,-18.76 ,-3.10 ,Yes,482.0 ,No,No,No,No,No,No,No,No,No,"Deryng et al., 2011",10.1029/2009gb003765,2011,,,,,,,,
8127,57,Aggarwal-DB,Regional (Site-based),Wheat,Algeria,NA,Africa,28.0 ,1.7 ,16.5 ,23.3 ,486 ,16 ,2050,1975,MC,A1b,CMIP3,2.86 ,1.72 ,-34.0 ,-20.4 ,2.18 ,1.39 ,1.15 ,-17.71 ,-10.63 ,-6.19 ,-2.36 ,Yes,522.0 ,No,No,Yes,No,Yes,No,No,Yes,Combined,"Deryng et al., 2011",10.1029/2009gb003765,2011,,,,,,,,
8128,57,Aggarwal-DB,Regional (Site-based),Wheat,Algeria,NA,Africa,28.0 ,1.7 ,16.5 ,23.3 ,486 ,16 ,2050,1975,MC,B1,CMIP3,1.95 ,1.17 ,-21.5 ,-12.9 ,1.91 ,1.12 ,1.17 ,-16.49 ,-9.90 ,-8.48 ,-2.20 ,Yes,482.0 ,No,No,Yes,No,Yes,No,No,Yes,Combined,"Deryng et al., 2011",10.1029/2009gb003765,2011,,,,,,,,
8129,57,Aggarwal-DB,Regional (Site-based),Wheat,Algeria,NA,Africa,28.0 ,1.7 ,16.5 ,23.3 ,486 ,16 ,2050,1975,MC,A1B,CMIP3,2.86 ,1.72 ,-34.0 ,-20.4 ,2.18 ,1.39 ,0.80 ,-43.01 ,-25.81 ,-15.04 ,-5.73 ,Yes,522.0 ,No,No,No,No,No,No,No,No,No,"Deryng et al., 2011",10.1029/2009gb003765,2011,,,,,,,,
8130,57,Aggarwal-DB,Regional (Site-based),Wheat,Algeria,NA,Africa,28.0 ,1.7 ,16.5 ,23.3 ,486 ,16 ,2050,1975,MC,B1,CMIP3,1.95 ,1.17 ,-21.5 ,-12.9 ,1.91 ,1.12 ,0.92 ,-33.93 ,-20.36 ,-17.44 ,-4.52 ,Yes,482.0 ,No,No,No,No,No,No,No,No,No,"Deryng et al., 2011",10.1029/2009gb003765,2011,,,,,,,,
8131,57,Aggarwal-DB,Regional (Site-based),Wheat,Argentina,NA,Central and South America,-38.4 ,-63.6 ,17.3 ,16.0 ,936 ,505 ,2050,1975,MC,A1b,CMIP3,1.33 ,0.80 ,-39.6 ,-23.8 ,2.18 ,1.39 ,0.95 ,-27.92 ,-16.75 ,-21.07 ,-3.72 ,Yes,522.0 ,No,No,Yes,No,Yes,No,No,Yes,Combined,"Deryng et al., 2011",10.1029/2009gb003765,2011,,,,,,,,
8132,57,Aggarwal-DB,Regional (Site-based),Wheat,Argentina,NA,Central and South America,-38.4 ,-63.6 ,17.3 ,16.0 ,936 ,505 ,2050,1975,MC,B1,CMIP3,0.89 ,0.53 ,-19.0 ,-11.4 ,1.91 ,1.12 ,1.17 ,-11.36 ,-6.81 ,-12.76 ,-1.51 ,Yes,482.0 ,No,No,Yes,No,Yes,No,No,Yes,Combined,"Deryng et al., 2011",10.1029/2009gb003765,2011,,,,,,,,
